batch_id,daq,I3Photons_empty,I3Photons_nonempty,empty_frac,status,error,path
6700,200,134,66,0.67,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6700.i3
6701,200,137,63,0.685,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6701.i3
6702,200,143,57,0.715,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6702.i3
6703,200,143,57,0.715,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6703.i3
6704,200,129,71,0.645,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6704.i3
6705,200,152,48,0.76,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6705.i3
6706,200,125,75,0.625,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6706.i3
6707,200,137,63,0.685,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6707.i3
6708,200,133,67,0.665,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6708.i3
6709,200,144,56,0.72,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6709.i3
6710,200,141,59,0.705,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6710.i3
6711,200,132,68,0.66,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6711.i3
6712,200,139,61,0.695,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6712.i3
6713,200,131,69,0.655,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6713.i3
6714,200,140,60,0.7,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6714.i3
6715,200,135,65,0.675,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6715.i3
6716,200,125,75,0.625,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6716.i3
6717,200,143,57,0.715,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6717.i3
6718,200,140,60,0.7,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6718.i3
6719,200,142,58,0.71,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6719.i3
672,200,143,57,0.715,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_672.i3
6720,200,139,61,0.695,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6720.i3
6721,200.0,142.0,58.0,0.71,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6721.i3
6722,200.0,127.0,73.0,0.635,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6722.i3
6723,200.0,130.0,70.0,0.65,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6723.i3
6724,200.0,132.0,68.0,0.66,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6724.i3
6725,200.0,143.0,57.0,0.715,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6725.i3
6726,200.0,134.0,66.0,0.67,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6726.i3
6727,200.0,145.0,55.0,0.725,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6727.i3
6728,200.0,129.0,71.0,0.645,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6728.i3
6729,200.0,137.0,63.0,0.685,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6729.i3
6730,200.0,139.0,61.0,0.695,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6730.i3
6731,200.0,135.0,65.0,0.675,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6731.i3
6732,200.0,138.0,62.0,0.69,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6732.i3
6733,200.0,141.0,59.0,0.705,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6733.i3
6734,200.0,143.0,57.0,0.715,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6734.i3
6735,200.0,146.0,54.0,0.73,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6735.i3
6736,200.0,126.0,74.0,0.63,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6736.i3
6737,200.0,134.0,66.0,0.67,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6737.i3
6738,200.0,135.0,65.0,0.675,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6738.i3
6739,200.0,135.0,65.0,0.675,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6739.i3
674,200.0,138.0,62.0,0.69,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_674.i3
6740,200.0,139.0,61.0,0.695,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6740.i3
6741,200.0,136.0,64.0,0.68,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6741.i3
6742,200.0,129.0,71.0,0.645,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6742.i3
6743,200.0,139.0,61.0,0.695,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6743.i3
6744,200.0,133.0,67.0,0.665,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6744.i3
6745,200.0,132.0,68.0,0.66,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6745.i3
6746,200.0,140.0,60.0,0.7,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6746.i3
6747,200.0,134.0,66.0,0.67,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6747.i3
6748,200.0,135.0,65.0,0.675,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6748.i3
6749,200.0,136.0,64.0,0.68,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6749.i3
6750,200.0,148.0,52.0,0.74,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6750.i3
6751,200.0,139.0,61.0,0.695,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6751.i3
6752,200.0,128.0,72.0,0.64,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6752.i3
6753,200.0,143.0,57.0,0.715,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6753.i3
6754,200.0,144.0,56.0,0.72,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6754.i3
6755,200.0,134.0,66.0,0.67,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6755.i3
6756,200.0,130.0,70.0,0.65,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6756.i3
6757,200.0,141.0,59.0,0.705,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6757.i3
6758,200.0,141.0,59.0,0.705,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6758.i3
6759,200.0,144.0,56.0,0.72,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6759.i3
6760,200.0,142.0,58.0,0.71,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6760.i3
6761,200.0,132.0,68.0,0.66,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6761.i3
6762,200.0,139.0,61.0,0.695,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6762.i3
6763,200.0,125.0,75.0,0.625,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6763.i3
6764,200.0,136.0,64.0,0.68,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6764.i3
6765,200.0,133.0,67.0,0.665,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6765.i3
6766,200.0,139.0,61.0,0.695,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6766.i3
6767,200.0,124.0,76.0,0.62,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6767.i3
6768,200.0,134.0,66.0,0.67,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6768.i3
6769,200.0,140.0,60.0,0.7,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6769.i3
6770,200.0,139.0,61.0,0.695,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6770.i3
6771,200.0,151.0,49.0,0.755,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6771.i3
6772,200.0,140.0,60.0,0.7,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6772.i3
6773,200.0,139.0,61.0,0.695,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6773.i3
6774,200.0,146.0,54.0,0.73,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6774.i3
6775,200.0,156.0,44.0,0.78,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6775.i3
6776,200.0,146.0,54.0,0.73,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6776.i3
6777,200.0,136.0,64.0,0.68,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6777.i3
6778,200.0,144.0,56.0,0.72,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6778.i3
6779,200.0,136.0,64.0,0.68,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6779.i3
678,200.0,139.0,61.0,0.695,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_678.i3
6780,200.0,146.0,54.0,0.73,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6780.i3
6781,200.0,145.0,55.0,0.725,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6781.i3
6782,200.0,133.0,67.0,0.665,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6782.i3
6783,200.0,143.0,57.0,0.715,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6783.i3
6784,200.0,140.0,60.0,0.7,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6784.i3
6785,200.0,137.0,63.0,0.685,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6785.i3
6786,200.0,134.0,66.0,0.67,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6786.i3
6787,200.0,135.0,65.0,0.675,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6787.i3
6788,200.0,139.0,61.0,0.695,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6788.i3
6789,200.0,139.0,61.0,0.695,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6789.i3
679,200.0,136.0,64.0,0.68,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_679.i3
6790,200.0,145.0,55.0,0.725,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6790.i3
6791,200.0,138.0,62.0,0.69,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6791.i3
6792,200.0,140.0,60.0,0.7,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6792.i3
6793,200.0,138.0,62.0,0.69,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6793.i3
6794,200.0,141.0,59.0,0.705,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6794.i3
6795,200.0,138.0,62.0,0.69,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6795.i3
6796,200.0,142.0,58.0,0.71,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6796.i3
6797,,,,,FAIL,RuntimeError: input stream error,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6797.i3
6798,200.0,144.0,56.0,0.72,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6798.i3
6799,200.0,150.0,50.0,0.75,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6799.i3
6800,200.0,140.0,60.0,0.7,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6800.i3
6801,200.0,141.0,59.0,0.705,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6801.i3
6802,200.0,138.0,62.0,0.69,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6802.i3
6803,200.0,150.0,50.0,0.75,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6803.i3
6804,200.0,121.0,79.0,0.605,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6804.i3
6805,200.0,138.0,62.0,0.69,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6805.i3
6806,200.0,130.0,70.0,0.65,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6806.i3
6807,200.0,146.0,54.0,0.73,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6807.i3
6808,200.0,144.0,56.0,0.72,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6808.i3
6809,200.0,143.0,57.0,0.715,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6809.i3
6810,200.0,135.0,65.0,0.675,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6810.i3
6811,200.0,147.0,53.0,0.735,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6811.i3
6812,200.0,145.0,55.0,0.725,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6812.i3
6813,200.0,144.0,56.0,0.72,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6813.i3
6814,200.0,137.0,63.0,0.685,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6814.i3
6815,200.0,134.0,66.0,0.67,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6815.i3
6816,200.0,148.0,52.0,0.74,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6816.i3
6817,200.0,147.0,53.0,0.735,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6817.i3
6818,,,,,FAIL,RuntimeError: input stream error,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6818.i3
6819,200.0,134.0,66.0,0.67,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6819.i3
682,200.0,128.0,72.0,0.64,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_682.i3
6820,200.0,136.0,64.0,0.68,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6820.i3
6821,200.0,131.0,69.0,0.655,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6821.i3
6822,200.0,139.0,61.0,0.695,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6822.i3
6823,200.0,140.0,60.0,0.7,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6823.i3
6824,200.0,134.0,66.0,0.67,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6824.i3
6825,200.0,143.0,57.0,0.715,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6825.i3
6826,200.0,145.0,55.0,0.725,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6826.i3
6827,200.0,147.0,53.0,0.735,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6827.i3
6828,,,,,FAIL,RuntimeError: input stream error,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6828.i3
6829,200.0,137.0,63.0,0.685,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6829.i3
683,200.0,150.0,50.0,0.75,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_683.i3
6830,200.0,148.0,52.0,0.74,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6830.i3
6831,200.0,137.0,63.0,0.685,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6831.i3
6832,200.0,134.0,66.0,0.67,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6832.i3
6833,200.0,134.0,66.0,0.67,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6833.i3
6834,200.0,139.0,61.0,0.695,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6834.i3
6835,200.0,148.0,52.0,0.74,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6835.i3
6836,200.0,145.0,55.0,0.725,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6836.i3
6837,200.0,144.0,56.0,0.72,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6837.i3
6838,200.0,143.0,57.0,0.715,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6838.i3
6839,200.0,144.0,56.0,0.72,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6839.i3
684,200.0,138.0,62.0,0.69,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_684.i3
6840,200.0,131.0,69.0,0.655,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6840.i3
6841,200.0,133.0,67.0,0.665,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6841.i3
6842,200.0,149.0,51.0,0.745,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6842.i3
6843,200.0,138.0,62.0,0.69,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6843.i3
6844,,,,,FAIL,RuntimeError: input stream error,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6844.i3
6845,200.0,142.0,58.0,0.71,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6845.i3
6846,200.0,131.0,69.0,0.655,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6846.i3
6847,200.0,131.0,69.0,0.655,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6847.i3
6848,200.0,129.0,71.0,0.645,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6848.i3
6849,200.0,138.0,62.0,0.69,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6849.i3
685,200.0,133.0,67.0,0.665,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_685.i3
6850,200.0,143.0,57.0,0.715,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6850.i3
6851,200.0,148.0,52.0,0.74,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6851.i3
6852,200.0,141.0,59.0,0.705,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6852.i3
6853,200.0,149.0,51.0,0.745,OK,,/project/6008051/pone_simulation/MC10-000002-nu_mu-2_7-LeptonInjector-PROPOSAL-clsim/Photon/cls_6853.i3
