string,x,y
1243,-420.0,554.3
1244,-380.0,554.3
1245,-340.0,554.3
1246,-300.0,554.3
1247,-260.0,554.3
1248,-220.0,554.3
1249,-180.0,554.3
1250,-140.0,554.3
1251,-100.0,554.3
1252,-60.0,554.3
1253,-20.0,554.3
1254,20.0,554.3
1255,60.0,554.3
1256,100.0,554.3
1257,140.0,554.3
1258,180.0,554.3
1259,220.0,554.3
1260,260.0,554.3
1261,300.0,554.3
1262,340.0,554.3
1263,380.0,554.3
1264,420.0,554.3
1265,460.0,554.3
1266,500.0,554.3
1267,540.0,554.3
1268,-480.0,588.9
1269,-440.0,588.9
1270,-400.0,588.9
1271,-360.0,588.9
1272,-320.0,588.9
1273,-280.0,588.9
1274,-240.0,588.9
1275,-200.0,588.9
1276,-160.0,588.9
1277,-120.0,588.9
1278,-80.0,588.9
1279,-40.0,588.9
1280,0.0,588.9
1281,40.0,588.9
1282,80.0,588.9
1283,120.0,588.9
1284,160.0,588.9
1285,200.0,588.9
1286,240.0,588.9
1287,280.0,588.9
1288,320.0,588.9
1289,360.0,588.9
1290,400.0,588.9
1291,440.0,588.9
1292,480.0,588.9
1293,-460.0,623.5
1294,-420.0,623.5
1295,-380.0,623.5
1296,-340.0,623.5
1297,-300.0,623.5
1298,-260.0,623.5
1299,-220.0,623.5
1300,-180.0,623.5
1301,-140.0,623.5
1302,-100.0,623.5
1303,-60.0,623.5
1304,-20.0,623.5
1305,20.0,623.5
1306,60.0,623.5
1307,100.0,623.5
1308,140.0,623.5
1309,180.0,623.5
1310,220.0,623.5
1311,260.0,623.5
1312,300.0,623.5
1313,340.0,623.5
1314,380.0,623.5
1315,420.0,623.5
1316,460.0,623.5
1317,-400.0,658.2
1318,-360.0,658.2
1319,-320.0,658.2
1320,-280.0,658.2
1321,-240.0,658.2
1322,-200.0,658.2
1323,-160.0,658.2
1324,-120.0,658.2
1325,-80.0,658.2
1326,-40.0,658.2
1327,0.0,658.2
1328,40.0,658.2
1329,80.0,658.2
1330,120.0,658.2
1331,160.0,658.2
1332,200.0,658.2
1333,240.0,658.2
1334,280.0,658.2
1335,320.0,658.2
1336,360.0,658.2
1337,400.0,658.2
1338,-340.0,692.8
1339,-300.0,692.8
1340,-260.0,692.8
1341,-220.0,692.8
1342,-180.0,692.8
1343,-140.0,692.8
1344,-100.0,692.8
1345,-60.0,692.8
1346,-20.0,692.8
1347,20.0,692.8
1348,60.0,692.8
1349,100.0,692.8
1350,140.0,692.8
1351,180.0,692.8
1352,220.0,692.8
1353,260.0,692.8
1354,300.0,692.8
1355,340.0,692.8
1356,-280.0,727.5
1357,-240.0,727.5
1358,-200.0,727.5
1359,-160.0,727.5
1360,-120.0,727.5
1361,-80.0,727.5
1362,-40.0,727.5
1363,0.0,727.5
1364,40.0,727.5
1365,80.0,727.5
1366,120.0,727.5
1367,160.0,727.5
1368,200.0,727.5
1369,240.0,727.5
1370,280.0,727.5
1371,-140.0,762.1
1372,-100.0,762.1
1373,-60.0,762.1
1374,-20.0,762.1
1375,20.0,762.1
1376,60.0,762.1
1377,100.0,762.1
1378,140.0,762.1
