section,file_path,file_format,data_format,frames_with_I3Photons,frames_with_nonempty_I3Photons,unique_string_id_count,total_photon_count,avg_photons_per_nonempty_frame,status,error
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_33996158_gen_002.i3.gz,i3.gz,I3Photons,53,53,102,2049918,38677.698113207545,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_33996158_gen_009.i3.gz,i3.gz,I3Photons,48,48,102,20979825,437079.6875,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34040426_gen_002.i3.gz,i3.gz,I3Photons,52,52,102,1877667,36108.980769230766,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34040426_gen_003.i3.gz,i3.gz,I3Photons,51,51,102,24879908,487841.3333333333,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34040426_gen_006.i3.gz,i3.gz,I3Photons,69,69,102,57276370,830092.3188405797,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34040426_gen_007.i3.gz,i3.gz,I3Photons,48,48,102,2174127,45294.3125,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34040426_gen_008.i3.gz,i3.gz,I3Photons,59,59,102,6620549,112212.69491525424,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34040426_gen_010.i3.gz,i3.gz,I3Photons,52,52,102,1211931,23306.365384615383,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34114930_gen_002.i3.gz,i3.gz,I3Photons,43,43,102,1903090,44257.90697674418,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34114930_gen_004.i3.gz,i3.gz,I3Photons,40,40,102,846084,21152.1,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34114930_gen_008.i3.gz,i3.gz,I3Photons,58,58,102,15816583,272699.7068965517,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34114930_gen_009.i3.gz,i3.gz,I3Photons,48,48,102,961966,20040.958333333332,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34241564_gen_002.i3.gz,i3.gz,I3Photons,65,65,102,657857,10120.876923076923,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34241564_gen_003.i3.gz,i3.gz,I3Photons,60,60,102,2419917,40331.95,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34254579_gen_003.i3.gz,i3.gz,I3Photons,56,56,102,1094530,19545.178571428572,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34254579_gen_010.i3.gz,i3.gz,I3Photons,48,48,102,18843679,392576.6458333333,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34257332_gen_002.i3.gz,i3.gz,I3Photons,42,42,102,2230493,53106.97619047619,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34257332_gen_003.i3.gz,i3.gz,I3Photons,50,50,102,9797502,195950.04,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34257332_gen_005.i3.gz,i3.gz,I3Photons,61,61,102,993263,16283.0,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34257332_gen_007.i3.gz,i3.gz,I3Photons,42,42,102,2557444,60891.52380952381,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34257332_gen_008.i3.gz,i3.gz,I3Photons,42,42,102,1991501,47416.69047619047,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34266034_gen_010.i3.gz,i3.gz,I3Photons,57,57,102,24610079,431755.77192982455,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34276485_gen_002.i3.gz,i3.gz,I3Photons,44,44,102,7218329,164052.93181818182,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34285504_gen_008.i3.gz,i3.gz,I3Photons,46,46,102,10172070,221131.95652173914,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34285504_gen_010.i3.gz,i3.gz,I3Photons,65,65,102,13907411,213960.16923076924,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34291127_gen_006.i3.gz,i3.gz,I3Photons,52,52,102,1896299,36467.28846153846,ok,
strings_102_40m/Tau,/scratch/kbas/Spring2026MC/Strings_102_40m/Tau_I3Photons/tau_34291127_gen_008.i3.gz,i3.gz,I3Photons,49,49,102,12698119,259145.2857142857,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_33996141_gen_008.i3.gz,i3.gz,I3Photons,119,119,102,7437289,62498.226890756305,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_33996141_gen_010.i3.gz,i3.gz,I3Photons,129,129,102,5108491,39600.70542635659,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34052919_gen_008.i3.gz,i3.gz,I3Photons,115,115,102,4088585,35552.913043478264,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34094642_gen_001.i3.gz,i3.gz,I3Photons,113,113,102,10496726,92891.38053097345,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34094642_gen_003.i3.gz,i3.gz,I3Photons,128,128,102,6137972,47952.90625,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34094642_gen_008.i3.gz,i3.gz,I3Photons,111,111,102,2409189,21704.405405405407,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34217559_gen_001.i3.gz,i3.gz,I3Photons,125,125,102,6858962,54871.696,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34217559_gen_010.i3.gz,i3.gz,I3Photons,105,105,102,5148546,49033.77142857143,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34225816_gen_005.i3.gz,i3.gz,I3Photons,118,118,102,15164021,128508.65254237287,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34233761_gen_005.i3.gz,i3.gz,I3Photons,125,125,102,2371691,18973.528,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34233761_gen_006.i3.gz,i3.gz,I3Photons,123,123,102,3573406,29052.08130081301,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34240101_gen_001.i3.gz,i3.gz,I3Photons,117,117,102,21640509,184961.61538461538,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34240101_gen_006.i3.gz,i3.gz,I3Photons,121,121,102,1112059,9190.570247933885,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34250277_gen_007.i3.gz,i3.gz,I3Photons,119,119,102,1195905,10049.621848739496,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34254077_gen_003.i3.gz,i3.gz,I3Photons,120,120,102,4486747,37389.558333333334,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34254077_gen_004.i3.gz,i3.gz,I3Photons,120,120,102,4823023,40191.85833333333,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34254077_gen_006.i3.gz,i3.gz,I3Photons,132,132,102,1869328,14161.575757575758,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34266348_gen_001.i3.gz,i3.gz,I3Photons,117,117,102,4584648,39185.02564102564,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34266348_gen_002.i3.gz,i3.gz,I3Photons,118,118,102,3341128,28314.64406779661,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34266348_gen_006.i3.gz,i3.gz,I3Photons,114,114,102,17828373,156389.23684210525,ok,
strings_102_80m/Electron,/scratch/kbas/Spring2026MC/Strings_102_80m/Electron_I3Photons/electron_34266348_gen_008.i3.gz,i3.gz,I3Photons,120,120,102,2288698,19072.483333333334,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33939527_gen_001.i3.gz,i3.gz,I3Photons,58,58,101,4799202,82744.86206896552,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33939527_gen_002.i3.gz,i3.gz,I3Photons,53,53,102,1988722,37523.056603773584,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33939527_gen_003.i3.gz,i3.gz,I3Photons,42,42,102,383304,9126.285714285714,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33939527_gen_004.i3.gz,i3.gz,I3Photons,33,33,101,583388,17678.424242424244,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33939527_gen_005.i3.gz,i3.gz,I3Photons,45,45,101,221658,4925.733333333334,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33939527_gen_006.i3.gz,i3.gz,I3Photons,40,40,102,108042,2701.05,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33939527_gen_008.i3.gz,i3.gz,I3Photons,49,49,102,185837,3792.591836734694,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33939527_gen_009.i3.gz,i3.gz,I3Photons,43,43,97,138988,3232.279069767442,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33939527_gen_010.i3.gz,i3.gz,I3Photons,47,47,102,552420,11753.617021276596,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33945032_gen_001.i3.gz,i3.gz,I3Photons,37,37,96,550977,14891.27027027027,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33945032_gen_002.i3.gz,i3.gz,I3Photons,38,38,100,357532,9408.736842105263,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33945032_gen_004.i3.gz,i3.gz,I3Photons,46,46,102,394353,8572.891304347826,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33945032_gen_005.i3.gz,i3.gz,I3Photons,34,34,101,143936,4233.411764705882,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33945032_gen_006.i3.gz,i3.gz,I3Photons,57,57,102,752650,13204.38596491228,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33945032_gen_007.i3.gz,i3.gz,I3Photons,54,54,102,640147,11854.574074074075,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33945032_gen_008.i3.gz,i3.gz,I3Photons,45,45,98,1213377,26963.933333333334,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33945032_gen_009.i3.gz,i3.gz,I3Photons,42,42,101,1129425,26891.071428571428,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33945032_gen_010.i3.gz,i3.gz,I3Photons,41,41,101,269747,6579.195121951219,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33947860_gen_001.i3.gz,i3.gz,I3Photons,55,55,100,724674,13175.89090909091,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33947860_gen_002.i3.gz,i3.gz,I3Photons,39,39,102,10891972,279281.3333333333,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33947860_gen_003.i3.gz,i3.gz,I3Photons,52,52,102,355956,6845.307692307692,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33947860_gen_006.i3.gz,i3.gz,I3Photons,43,43,95,288334,6705.441860465116,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33947860_gen_007.i3.gz,i3.gz,I3Photons,49,49,99,512426,10457.673469387755,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33947860_gen_008.i3.gz,i3.gz,I3Photons,36,36,101,496136,13781.555555555555,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33947860_gen_009.i3.gz,i3.gz,I3Photons,53,53,101,300519,5670.169811320755,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33947860_gen_010.i3.gz,i3.gz,I3Photons,47,47,100,3309378,70412.29787234042,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33954438_gen_001.i3.gz,i3.gz,I3Photons,48,48,101,183394,3820.7083333333335,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33954438_gen_002.i3.gz,i3.gz,I3Photons,55,55,102,256841,4669.836363636364,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33954438_gen_003.i3.gz,i3.gz,I3Photons,40,40,102,1751389,43784.725,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33954438_gen_004.i3.gz,i3.gz,I3Photons,48,48,101,256265,5338.854166666667,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33954438_gen_005.i3.gz,i3.gz,I3Photons,52,52,99,471472,9066.76923076923,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33954438_gen_007.i3.gz,i3.gz,I3Photons,41,41,99,2158937,52657.0,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33954438_gen_008.i3.gz,i3.gz,I3Photons,55,55,101,204750,3722.7272727272725,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33954438_gen_009.i3.gz,i3.gz,I3Photons,48,48,102,938757,19557.4375,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33954438_gen_010.i3.gz,i3.gz,I3Photons,37,37,94,160472,4337.081081081081,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33963272_gen_001.i3.gz,i3.gz,I3Photons,41,41,102,4488188,109468.0,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33963272_gen_002.i3.gz,i3.gz,I3Photons,50,50,101,86389,1727.78,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33963272_gen_003.i3.gz,i3.gz,I3Photons,44,44,100,209032,4750.727272727273,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33963272_gen_004.i3.gz,i3.gz,I3Photons,57,57,102,544625,9554.82456140351,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33963272_gen_005.i3.gz,i3.gz,I3Photons,43,43,102,431830,10042.558139534884,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33963272_gen_006.i3.gz,i3.gz,I3Photons,37,37,101,8602957,232512.35135135136,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33963272_gen_007.i3.gz,i3.gz,I3Photons,39,39,100,2052801,52635.92307692308,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33963272_gen_008.i3.gz,i3.gz,I3Photons,41,41,102,187609,4575.829268292683,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33963272_gen_009.i3.gz,i3.gz,I3Photons,41,41,102,491320,11983.414634146342,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33974439_gen_001.i3.gz,i3.gz,I3Photons,37,37,95,86321,2333.0,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33974439_gen_002.i3.gz,i3.gz,I3Photons,55,55,100,283711,5158.381818181818,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33974439_gen_003.i3.gz,i3.gz,I3Photons,31,31,99,1266453,40853.32258064516,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33974439_gen_004.i3.gz,i3.gz,I3Photons,47,47,100,552993,11765.808510638299,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33974439_gen_005.i3.gz,i3.gz,I3Photons,40,40,101,215520,5388.0,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33974439_gen_007.i3.gz,i3.gz,I3Photons,43,43,100,794775,18483.13953488372,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33974439_gen_008.i3.gz,i3.gz,I3Photons,50,50,102,267701,5354.02,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33974439_gen_009.i3.gz,i3.gz,I3Photons,42,42,102,1001880,23854.285714285714,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33974439_gen_010.i3.gz,i3.gz,I3Photons,44,44,101,296949,6748.840909090909,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33993059_gen_001.i3.gz,i3.gz,I3Photons,45,45,91,2640571,58679.35555555556,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33993059_gen_002.i3.gz,i3.gz,I3Photons,53,53,101,1192518,22500.33962264151,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33993059_gen_003.i3.gz,i3.gz,I3Photons,45,45,97,190461,4232.466666666666,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33993059_gen_004.i3.gz,i3.gz,I3Photons,47,47,102,283352,6028.765957446809,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33993059_gen_005.i3.gz,i3.gz,I3Photons,41,41,92,183102,4465.90243902439,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33993059_gen_006.i3.gz,i3.gz,I3Photons,49,49,102,303406,6191.959183673469,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33993059_gen_007.i3.gz,i3.gz,I3Photons,51,51,102,1840449,36087.23529411765,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33993059_gen_008.i3.gz,i3.gz,I3Photons,38,38,102,389155,10240.921052631578,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33993059_gen_009.i3.gz,i3.gz,I3Photons,49,49,102,758543,15480.469387755102,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_33993059_gen_010.i3.gz,i3.gz,I3Photons,40,40,99,313831,7845.775,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34019182_gen_001.i3.gz,i3.gz,I3Photons,41,41,102,2354580,57428.78048780488,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34019182_gen_003.i3.gz,i3.gz,I3Photons,50,50,102,383139,7662.78,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34019182_gen_004.i3.gz,i3.gz,I3Photons,33,33,92,135841,4116.393939393939,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34019182_gen_005.i3.gz,i3.gz,I3Photons,48,48,102,374646,7805.125,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34019182_gen_007.i3.gz,i3.gz,I3Photons,34,34,95,404054,11883.941176470587,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34019182_gen_008.i3.gz,i3.gz,I3Photons,44,44,100,515883,11724.613636363636,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34019182_gen_009.i3.gz,i3.gz,I3Photons,51,51,101,232815,4565.0,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34019182_gen_010.i3.gz,i3.gz,I3Photons,38,38,102,691256,18190.947368421053,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34049184_gen_001.i3.gz,i3.gz,I3Photons,50,50,102,156463,3129.26,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34049184_gen_002.i3.gz,i3.gz,I3Photons,43,43,102,2155425,50126.16279069767,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34049184_gen_004.i3.gz,i3.gz,I3Photons,40,40,102,974495,24362.375,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34049184_gen_005.i3.gz,i3.gz,I3Photons,27,27,91,233451,8646.333333333334,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34049184_gen_006.i3.gz,i3.gz,I3Photons,47,47,101,1051188,22365.702127659573,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34049184_gen_007.i3.gz,i3.gz,I3Photons,42,42,93,1885789,44899.73809523809,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34049184_gen_008.i3.gz,i3.gz,I3Photons,44,44,102,647339,14712.25,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34049184_gen_009.i3.gz,i3.gz,I3Photons,49,49,102,265514,5418.65306122449,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34049184_gen_010.i3.gz,i3.gz,I3Photons,37,37,102,2587236,69925.2972972973,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34088096_gen_001.i3.gz,i3.gz,I3Photons,33,33,97,121905,3694.090909090909,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34088096_gen_002.i3.gz,i3.gz,I3Photons,48,48,102,165189,3441.4375,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34088096_gen_003.i3.gz,i3.gz,I3Photons,56,56,102,450085,8037.232142857143,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34088096_gen_005.i3.gz,i3.gz,I3Photons,43,43,97,933865,21717.79069767442,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34088096_gen_006.i3.gz,i3.gz,I3Photons,44,44,102,356241,8096.386363636364,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34088096_gen_007.i3.gz,i3.gz,I3Photons,53,53,102,677852,12789.66037735849,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34088096_gen_008.i3.gz,i3.gz,I3Photons,45,45,100,619583,13768.511111111111,ok,
strings_102_80m/Muon,/scratch/kbas/Spring2026MC/Strings_102_80m/Muon_I3Photons/muon_34088096_gen_010.i3.gz,i3.gz,I3Photons,46,46,98,254185,5525.760869565217,ok,
strings_102_80m/NC,/scratch/kbas/Spring2026MC/Strings_102_80m/NC_I3Photons/nc_33996259_gen_001.i3.gz,i3.gz,I3Photons,111,111,102,8068173,72686.24324324324,ok,
strings_102_80m/NC,/scratch/kbas/Spring2026MC/Strings_102_80m/NC_I3Photons/nc_33996259_gen_002.i3.gz,i3.gz,I3Photons,116,116,102,2019491,17409.405172413793,ok,
strings_102_80m/NC,/scratch/kbas/Spring2026MC/Strings_102_80m/NC_I3Photons/nc_33996259_gen_004.i3.gz,i3.gz,I3Photons,114,114,102,295385,2591.09649122807,ok,
strings_102_80m/NC,/scratch/kbas/Spring2026MC/Strings_102_80m/NC_I3Photons/nc_33996259_gen_006.i3.gz,i3.gz,I3Photons,101,101,102,1167074,11555.18811881188,ok,
