feature,p25,p50,p75
charge,0.8690156340599060,1.1192169189453125,1.5353292226791382
dom_time,157.0594738752023716,267.3981778126276367,450.0597572362476058
dom_x,-320.0000000000000000,0.0000000000000000,320.0000000000000000
dom_y,-315.0257738807146097,-37.8976446696942730,308.5125168440811194
dom_z,-200.0000000000000000,50.0000000000000000,300.0000000000000000
string_number,87.0000000000000000,170.0000000000000000,255.0000000000000000
pmt_number,5.0000000000000000,8.0000000000000000,13.0000000000000000
dom_number,6.0000000000000000,11.0000000000000000,16.0000000000000000
pmt_x,-319.8986391571229433,-0.1013608428770663,319.8986391571229433
pmt_y,-315.0257738807146097,-37.7628408091343175,308.5125168440811194
pmt_z,-200.0000000000000000,50.0000000000000000,299.8855904308520621
