epoch,train_loss,val_loss,lr,best_model_is_updated,val_residual_log10_p16,val_residual_log10_p50,val_residual_log10_p84,val_W_log10,val_bias_log10,val_mae_log10,val_rmse_log10
0,,0.18327308856682334,0.0009832202922552824,True,-0.6058621406555176,0.02404499053955078,0.4438210725784302,0.5248416066169739,-0.06250056624412537,0.4792924225330353,0.7197486162185669
1,0.4936334503209439,0.14643038941603767,0.0009496610146015882,True,-0.5881931781768799,0.0018593072891235352,0.39957448840141296,0.4938838481903076,-0.10425396263599396,0.42793697118759155,0.610754132270813
2,0.15991724183797118,0.136661998895344,0.0009161016787402332,True,-0.5356184244155884,0.024282097816467285,0.40791425108909607,0.4717663526535034,-0.0758414939045906,0.4123918116092682,0.585862934589386
3,0.14410955372676224,0.132035938793397,0.000882542401086539,True,-0.5315104722976685,0.011133909225463867,0.39744576811790466,0.46447813510894775,-0.07978972792625427,0.4029446542263031,0.5737924575805664
4,0.1345109030845552,0.12737070289579427,0.000848983065225184,True,-0.46686047315597534,0.058385372161865234,0.4337911903858185,0.4503258466720581,-0.02768966741859913,0.39776960015296936,0.5596707463264465
5,0.13105219303105306,0.12362559243946648,0.0008154237293638289,True,-0.4680008590221405,0.032560110092163086,0.4135051667690277,0.4407530128955841,-0.044495031237602234,0.388338178396225,0.5521892309188843
6,0.12541538972290078,0.12338253590667236,0.0007818643935024738,True,-0.3945494294166565,0.11530375480651855,0.4864867627620697,0.4405180811882019,0.032467737793922424,0.39770209789276123,0.5460622906684875
7,0.12091315701137126,0.12881398411906458,0.0007483050576411188,False,-0.592828631401062,-0.052220821380615234,0.30228468775749207,0.44755667448043823,-0.14980138838291168,0.38963401317596436,0.569342851638794
8,0.11907261879977747,0.1194405672457406,0.0007147457799874246,True,-0.481340616941452,0.04308450222015381,0.3902088701725006,0.4357747435569763,-0.05398985370993614,0.3792361319065094,0.5428524017333984
9,0.11738521067532748,0.11671281254112052,0.0006811864441260695,True,-0.43891075253486633,0.03709256649017334,0.4105519950389862,0.42473137378692627,-0.030139703303575516,0.3757898509502411,0.5336686372756958
10,0.11453454750784366,0.11979020770459423,0.0006476271082647145,False,-0.4445895850658417,0.04612696170806885,0.40377652645111084,0.42418307065963745,-0.035277109593153,0.3785233199596405,0.5433388352394104
11,0.11171447084172256,0.11586701016213159,0.0006140677724033594,True,-0.46084436774253845,0.04470515251159668,0.3851686716079712,0.423006534576416,-0.049164120107889175,0.37177178263664246,0.5346570014953613
12,0.1097860286866523,0.12511363426712635,0.0005805084947496653,False,-0.5648171901702881,-0.044129014015197754,0.32155776023864746,0.4431874752044678,-0.13002656400203705,0.3858974575996399,0.5574207901954651
13,0.10853649594023564,0.11610322662259785,0.0005469491588883102,False,-0.48912397027015686,0.007540225982666016,0.3468000888824463,0.4179620146751404,-0.07917968183755875,0.3683607876300812,0.5363092422485352
14,0.10634366544474211,0.11703291477615493,0.0005133898230269551,False,-0.4165043234825134,0.06904101371765137,0.42435792088508606,0.42043113708496094,-0.0035545879509299994,0.3757263422012329,0.5342594981193542
15,0.10601446824330045,0.11535551960883679,0.0004798305162694305,True,-0.4039742648601532,0.06285703182220459,0.42690905928611755,0.4154416620731354,-0.002245414536446333,0.3732377588748932,0.5297180414199829
16,0.10256978211257814,0.12071790604604435,0.00044627118040807545,False,-0.5572391152381897,-0.02035355567932129,0.2976711392402649,0.4274551272392273,-0.12533335387706757,0.3715475797653198,0.5500012040138245
17,0.10104908311653406,0.11522062606783783,0.00041271187365055084,True,-0.42345988750457764,0.06503677368164062,0.40410223603248596,0.4137810468673706,-0.015635821968317032,0.37134966254234314,0.5314746499061584
18,0.09833955584211197,0.11667202728804629,0.0003791525377891958,False,-0.45310327410697937,0.04836714267730713,0.387818306684494,0.4204607903957367,-0.03784496709704399,0.3718818426132202,0.5363662838935852
19,0.09631313507179999,0.11787772999951547,0.00034559323103167117,False,-0.506115198135376,-0.00933384895324707,0.33375340700149536,0.41993430256843567,-0.09088277071714401,0.3693620562553406,0.5402714610099792
20,0.09432155952573504,0.11712359841614285,0.0003120338951703161,False,-0.41064509749412537,0.07148289680480957,0.4164031147956848,0.4135240912437439,-0.003485825378447771,0.3740590810775757,0.5349656343460083
21,0.09196551730365397,0.1177074002503641,0.0002784745884127915,False,-0.37974831461906433,0.08522772789001465,0.4399805963039398,0.4098644554615021,0.021246034651994705,0.3769201636314392,0.5348116159439087
22,0.08851449871678409,0.11681535374023908,0.0002449152525514364,False,-0.42632317543029785,0.03292429447174072,0.40872615575790405,0.41752466559410095,-0.022349108010530472,0.3719206750392914,0.5342363119125366
