epoch,train_loss,val_loss,lr,best_model_is_updated,val_residual_p16_deg,val_residual_p50_deg,val_residual_p84_deg,val_W_deg,val_kappa_p16,val_kappa_p50,val_kappa_p84,val_kappa_W
0,,-0.0387629708921039,0.0009832202922552824,True,-12.133710861206055,-2.281283140182495,7.918127536773682,10.025918960571289,3.9800102710723877,20.326541900634766,52.6395378112793,24.329763412475586
1,0.7707160467143415,-0.24102455123914474,0.0009496610146015882,True,-8.708515167236328,0.3573281764984131,9.211299896240234,8.959907531738281,5.364901542663574,41.06138229370117,87.17118072509766,40.903141021728516
2,-0.17865857257500364,-0.3481076660369804,0.0009161016787402332,True,-7.153738498687744,0.6100315451622009,8.969552993774414,8.0616455078125,7.047131061553955,57.52594757080078,105.8715591430664,49.41221237182617
3,-0.3270393953728623,-0.41129465276765537,0.000882542401086539,True,-7.810347557067871,-0.5634223222732544,7.215116500854492,7.512732028961182,5.494222164154053,60.892417907714844,104.41313171386719,49.45945358276367
4,-0.372046152413311,-0.4325117271892095,0.000848983065225184,True,-7.5019683837890625,-0.10988408327102661,7.271676063537598,7.38682222366333,6.797680854797363,61.56643295288086,100.98646545410156,47.094390869140625
5,-0.40942718632926695,-0.44809955002559854,0.0008154237293638289,True,-7.161983966827393,-0.09498061239719391,7.452498912811279,7.307241439819336,6.67590856552124,67.4415512084961,104.29552459716797,48.80980682373047
6,-0.43550662654099476,-0.4721250732310758,0.0007818643935024738,True,-6.987060546875,0.2482910454273224,7.238837242126465,7.112948894500732,7.396749019622803,69.7304458618164,98.90532684326172,45.75428771972656
7,-0.4720617887949146,-0.47041285472564265,0.0007483050576411188,False,-6.171627998352051,0.6126543283462524,7.99143648147583,7.0815324783325195,7.093046188354492,69.95024871826172,100.28266906738281,46.594810485839844
8,-0.48299654452470087,-0.45561630318428503,0.0007147457799874246,False,-6.8696441650390625,0.3071945905685425,7.675411701202393,7.272527694702148,7.719996452331543,74.04157257080078,97.78772735595703,45.03386688232422
9,-0.4910206160399129,-0.4934782637887024,0.0006811864441260695,True,-6.454937934875488,0.45781391859054565,7.464886665344238,6.959912300109863,7.252165794372559,71.7621841430664,99.77507781982422,46.26145553588867
10,-0.5128033307554448,-0.512310713484381,0.0006476271082647145,True,-6.818666458129883,0.1705225110054016,6.8743438720703125,6.846505165100098,7.958791732788086,78.87229919433594,100.42704772949219,46.234127044677734
11,-0.5219986458373423,-0.5284563246525804,0.0006140677724033594,True,-6.53619384765625,0.02079109661281109,6.652199745178223,6.594196796417236,9.2321138381958,81.03185272216797,102.55939483642578,46.663639068603516
