epoch,train_loss,val_loss,lr,best_model_is_updated,val_residual_p16_deg,val_residual_p50_deg,val_residual_p84_deg,val_W_deg,val_kappa_p16,val_kappa_p50,val_kappa_p84,val_kappa_W
0,,0.48846867297911933,0.0009832202922552824,True,-24.77215576171875,-5.298225402832031,13.524231910705566,19.148193359375,4.429498672485352,6.029079914093018,8.034719467163086,1.8026103973388672
1,1.2107952262647477,0.168162849190938,0.0009496610146015882,True,-11.927854537963867,1.6909499168395996,15.6465482711792,13.787200927734375,7.757370471954346,11.179281234741211,15.006139755249023,3.624384641647339
2,0.3966721799056961,-0.047952114851758404,0.0009161016787402332,True,-13.909150123596191,-2.7403948307037354,8.436039924621582,11.172595024108887,12.065227508544922,18.670682907104492,26.352985382080078,7.143878936767578
3,0.1356720858117622,-0.12764637686390112,0.000882542401086539,True,-7.764533519744873,2.208418846130371,13.002758979797363,10.383646011352539,10.28371810913086,19.580350875854492,29.623682022094727,9.669981956481934
4,-0.059223900055053444,-0.16094780188621402,0.000848983065225184,True,-7.3414411544799805,1.6417111158370972,11.602642059326172,9.472042083740234,14.633256912231445,22.19540023803711,30.459659576416016,7.913201332092285
5,0.04407907550859581,-0.25767959457190304,0.0008154237293638289,True,-10.742926597595215,-1.753719449043274,6.615952014923096,8.679439544677734,10.933053970336914,22.51781463623047,33.636837005615234,11.35189151763916
6,-0.22175720893359888,-0.04836086724707019,0.0007818643935024738,False,-7.313154220581055,2.4447433948516846,15.635427474975586,11.47429084777832,6.654834747314453,13.976977348327637,26.167617797851562,9.756391525268555
7,-0.3295123128386284,-0.27688855560899567,0.0007483050576411188,True,-11.796487808227539,-2.825519561767578,5.468258857727051,8.632373809814453,10.762362480163574,26.116209030151367,40.26321792602539,14.75042724609375
8,-0.38276921545924425,-0.563438136579452,0.0007147457799874246,True,-6.944460868835449,0.29814714193344116,6.981954574584961,6.963207721710205,17.302785873413086,55.37593460083008,85.35780334472656,34.02750778198242
9,-0.5097320873340998,-0.5785792632449711,0.0006811864441260695,True,-7.79117488861084,-1.1301504373550415,5.638064861297607,6.7146196365356445,22.023818969726562,67.95146942138672,95.73320007324219,36.85469055175781
10,-0.570895170850739,-0.6182408794504244,0.0006476271082647145,True,-5.401248455047607,0.8299362659454346,7.441684722900391,6.421466827392578,18.49387550354004,64.57902526855469,90.74339294433594,36.124759674072266
11,-0.6027143691888053,-0.6636908422913487,0.0006140677724033594,True,-5.516049861907959,0.19188733398914337,6.793004989624023,6.15452766418457,21.20712661743164,71.21514129638672,97.14002990722656,37.966453552246094
12,-0.6359125243797992,-0.6651454636340636,0.0005805084947496653,True,-7.5485615730285645,-1.5209124088287354,4.27142858505249,5.909995079040527,22.00951385498047,76.31263732910156,98.81001281738281,38.40024948120117
13,-0.6845393180981046,-0.6992161655715163,0.0005469491588883102,True,-4.64048433303833,1.1891496181488037,6.793763637542725,5.717123985290527,22.221267700195312,77.16139221191406,96.70780181884766,37.24326705932617
14,-0.7174935287329379,-0.7045815752199005,0.0005133898230269551,True,-5.489455699920654,-0.23991723358631134,5.622885227203369,5.556170463562012,30.906423568725586,88.90543365478516,108.15062713623047,38.622100830078125
15,-0.7399492755276194,-0.7279615861287277,0.0004798305162694305,True,-5.832658290863037,-0.11583317816257477,5.4401140213012695,5.636385917663574,23.14347267150879,80.34111785888672,99.45699310302734,38.156761169433594
16,-0.763447332222706,-0.7575277992263874,0.00044627118040807545,True,-5.411431789398193,0.04055766388773918,5.108168601989746,5.259799957275391,27.93098258972168,85.74054718017578,100.79082489013672,36.4299201965332
17,-0.789611454147641,-0.7477630315909818,0.00041271187365055084,False,-5.3515729904174805,0.2783780097961426,5.373806953430176,5.362689971923828,29.154993057250977,88.64464569091797,102.82210540771484,36.83355712890625
18,-0.8084744018461678,-0.7700941023098032,0.0003791525377891958,True,-5.598618507385254,-0.8689981698989868,4.544175624847412,5.071396827697754,28.05841636657715,85.42494201660156,98.10552978515625,35.023555755615234
19,-0.8233143371024455,-0.7708029807531162,0.00034559323103167117,True,-5.83420467376709,-0.9116731882095337,4.377016544342041,5.1056108474731445,28.380416870117188,90.69298553466797,104.32823181152344,37.973907470703125
20,-0.8419452739137748,-0.774930532396753,0.0003120338951703161,True,-4.062606334686279,1.0385644435882568,5.77740478515625,4.920005798339844,32.70912551879883,91.076171875,102.25296020507812,34.77191925048828
21,-0.8584892719341634,-0.777540672344979,0.0002784745884127915,True,-4.0302276611328125,0.9614174365997314,5.650420665740967,4.840324401855469,32.60198211669922,91.43167877197266,101.65568542480469,34.526851654052734
22,-0.8719184637392451,-0.7871398231297938,0.0002449152525514364,True,-5.670469760894775,-1.038065791130066,4.00771427154541,4.839092254638672,30.585264205932617,91.71600341796875,102.06356811523438,35.73915100097656
23,-0.8851165337111898,-0.7921589846127336,0.00021135593124199659,True,-4.727306842803955,0.33401674032211304,4.948843479156494,4.838075160980225,35.06602096557617,92.94549560546875,101.98745727539062,33.460716247558594
24,-0.9001073066667526,-0.7910373316169564,0.00017779660993255675,False,-4.2146782875061035,0.7693115472793579,5.153587818145752,4.684133052825928,35.100223541259766,93.70496368408203,102.5385513305664,33.71916198730469
25,-0.913164195214569,-0.7928115816129155,0.0001442372886231169,True,-4.42397928237915,-0.08636091649532318,4.997130393981934,4.710555076599121,36.95287322998047,93.80638885498047,102.11500549316406,32.5810661315918
