timestamp,index,utilization_gpu_pct,memory_used_mib,memory_total_mib
2026-07-29T01:08:26-07:00,0, [N/A], 31914, 81559
2026-07-29T01:09:26-07:00,0, [N/A], 31914, 81559
2026-07-29T01:10:26-07:00,0, [N/A], 31914, 81559
2026-07-29T01:11:26-07:00,0, [N/A], 31914, 81559
2026-07-29T01:12:26-07:00,0, [N/A], 31914, 81559
2026-07-29T01:13:27-07:00,0, [N/A], 31914, 81559
2026-07-29T01:14:27-07:00,0, [N/A], 31914, 81559
2026-07-29T01:15:27-07:00,0, [N/A], 31914, 81559
2026-07-29T01:16:27-07:00,0, [N/A], 31914, 81559
2026-07-29T01:17:27-07:00,0, [N/A], 31914, 81559
2026-07-29T01:18:27-07:00,0, [N/A], 31914, 81559
2026-07-29T01:19:27-07:00,0, [N/A], 31914, 81559
2026-07-29T01:20:27-07:00,0, [N/A], 31914, 81559
2026-07-29T01:21:27-07:00,0, [N/A], 31914, 81559
2026-07-29T01:22:28-07:00,0, [N/A], 31914, 81559
2026-07-29T01:23:28-07:00,0, [N/A], 31914, 81559
2026-07-29T01:24:28-07:00,0, [N/A], 31914, 81559
2026-07-29T01:25:28-07:00,0, [N/A], 31914, 81559
2026-07-29T01:26:28-07:00,0, [N/A], 31914, 81559
2026-07-29T01:27:28-07:00,0, [N/A], 34994, 81559
2026-07-29T01:28:28-07:00,0, [N/A], 34994, 81559
2026-07-29T01:29:28-07:00,0, [N/A], 34994, 81559
2026-07-29T01:30:29-07:00,0, [N/A], 34994, 81559
2026-07-29T01:31:29-07:00,0, [N/A], 34994, 81559
2026-07-29T01:32:29-07:00,0, [N/A], 34994, 81559
2026-07-29T01:33:29-07:00,0, [N/A], 34994, 81559
2026-07-29T01:34:29-07:00,0, [N/A], 34994, 81559
2026-07-29T01:35:29-07:00,0, [N/A], 34994, 81559
2026-07-29T01:36:29-07:00,0, [N/A], 34994, 81559
2026-07-29T01:37:29-07:00,0, [N/A], 34994, 81559
2026-07-29T01:38:29-07:00,0, [N/A], 34994, 81559
2026-07-29T01:39:30-07:00,0, [N/A], 34994, 81559
2026-07-29T01:40:30-07:00,0, [N/A], 34994, 81559
2026-07-29T01:41:30-07:00,0, [N/A], 34994, 81559
2026-07-29T01:42:30-07:00,0, [N/A], 34994, 81559
2026-07-29T01:43:30-07:00,0, [N/A], 34994, 81559
2026-07-29T01:44:30-07:00,0, [N/A], 34994, 81559
2026-07-29T01:45:30-07:00,0, [N/A], 34994, 81559
2026-07-29T01:46:30-07:00,0, [N/A], 34994, 81559
2026-07-29T01:47:30-07:00,0, [N/A], 34994, 81559
2026-07-29T01:48:30-07:00,0, [N/A], 34994, 81559
2026-07-29T01:49:31-07:00,0, [N/A], 34994, 81559
2026-07-29T01:50:31-07:00,0, [N/A], 34994, 81559
2026-07-29T01:51:31-07:00,0, [N/A], 34994, 81559
2026-07-29T01:52:31-07:00,0, [N/A], 34994, 81559
2026-07-29T01:53:31-07:00,0, [N/A], 34994, 81559
2026-07-29T01:54:31-07:00,0, [N/A], 34994, 81559
2026-07-29T01:55:31-07:00,0, [N/A], 34994, 81559
2026-07-29T01:56:31-07:00,0, [N/A], 34994, 81559
2026-07-29T01:57:32-07:00,0, [N/A], 34994, 81559
2026-07-29T01:58:32-07:00,0, [N/A], 34994, 81559
2026-07-29T01:59:32-07:00,0, [N/A], 34994, 81559
2026-07-29T02:00:32-07:00,0, [N/A], 34994, 81559
2026-07-29T02:01:32-07:00,0, [N/A], 34994, 81559
2026-07-29T02:02:32-07:00,0, [N/A], 34994, 81559
2026-07-29T02:03:32-07:00,0, [N/A], 34994, 81559
2026-07-29T02:04:32-07:00,0, [N/A], 34994, 81559
2026-07-29T02:05:33-07:00,0, [N/A], 34994, 81559
2026-07-29T02:06:33-07:00,0, [N/A], 34994, 81559
2026-07-29T02:07:33-07:00,0, [N/A], 34994, 81559
2026-07-29T02:08:33-07:00,0, [N/A], 34994, 81559
2026-07-29T02:09:33-07:00,0, [N/A], 34994, 81559
2026-07-29T02:10:33-07:00,0, [N/A], 34994, 81559
2026-07-29T02:11:33-07:00,0, [N/A], 34994, 81559
2026-07-29T02:12:34-07:00,0, [N/A], 34994, 81559
2026-07-29T02:13:34-07:00,0, [N/A], 34994, 81559
2026-07-29T02:14:34-07:00,0, [N/A], 34994, 81559
2026-07-29T02:15:34-07:00,0, [N/A], 34994, 81559
2026-07-29T02:16:34-07:00,0, [N/A], 34994, 81559
2026-07-29T02:17:34-07:00,0, [N/A], 34994, 81559
2026-07-29T02:18:34-07:00,0, [N/A], 34994, 81559
2026-07-29T02:19:34-07:00,0, [N/A], 34994, 81559
2026-07-29T02:20:34-07:00,0, [N/A], 34994, 81559
2026-07-29T02:21:34-07:00,0, [N/A], 34996, 81559
2026-07-29T02:22:35-07:00,0, [N/A], 34996, 81559
2026-07-29T02:23:35-07:00,0, [N/A], 34996, 81559
2026-07-29T02:24:35-07:00,0, [N/A], 34996, 81559
2026-07-29T02:25:35-07:00,0, [N/A], 34996, 81559
2026-07-29T02:26:35-07:00,0, [N/A], 34996, 81559
2026-07-29T02:27:35-07:00,0, [N/A], 34996, 81559
2026-07-29T02:28:35-07:00,0, [N/A], 34996, 81559
2026-07-29T02:29:35-07:00,0, [N/A], 34996, 81559
2026-07-29T02:30:35-07:00,0, [N/A], 34996, 81559
2026-07-29T02:31:35-07:00,0, [N/A], 34996, 81559
2026-07-29T02:32:36-07:00,0, [N/A], 34996, 81559
2026-07-29T02:33:36-07:00,0, [N/A], 34996, 81559
2026-07-29T02:34:36-07:00,0, [N/A], 34996, 81559
2026-07-29T02:35:36-07:00,0, [N/A], 34996, 81559
2026-07-29T02:36:36-07:00,0, [N/A], 34996, 81559
2026-07-29T02:37:36-07:00,0, [N/A], 34996, 81559
2026-07-29T02:38:36-07:00,0, [N/A], 34996, 81559
2026-07-29T02:39:36-07:00,0, [N/A], 34996, 81559
2026-07-29T02:40:36-07:00,0, [N/A], 34996, 81559
2026-07-29T02:41:36-07:00,0, [N/A], 34996, 81559
2026-07-29T02:42:37-07:00,0, [N/A], 34996, 81559
2026-07-29T02:43:37-07:00,0, [N/A], 34996, 81559
2026-07-29T02:44:37-07:00,0, [N/A], 34996, 81559
2026-07-29T02:45:37-07:00,0, [N/A], 34996, 81559
2026-07-29T02:46:37-07:00,0, [N/A], 34996, 81559
2026-07-29T02:47:37-07:00,0, [N/A], 34996, 81559
2026-07-29T02:48:37-07:00,0, [N/A], 34996, 81559
2026-07-29T02:49:37-07:00,0, [N/A], 34996, 81559
2026-07-29T02:50:37-07:00,0, [N/A], 34996, 81559
2026-07-29T02:51:37-07:00,0, [N/A], 34996, 81559
2026-07-29T02:52:38-07:00,0, [N/A], 34996, 81559
2026-07-29T02:53:38-07:00,0, [N/A], 34996, 81559
2026-07-29T02:54:38-07:00,0, [N/A], 34996, 81559
2026-07-29T02:55:38-07:00,0, [N/A], 34996, 81559
2026-07-29T02:56:38-07:00,0, [N/A], 34996, 81559
2026-07-29T02:57:38-07:00,0, [N/A], 34996, 81559
2026-07-29T02:58:38-07:00,0, [N/A], 34996, 81559
2026-07-29T02:59:38-07:00,0, [N/A], 34996, 81559
2026-07-29T03:00:38-07:00,0, [N/A], 34996, 81559
2026-07-29T03:01:38-07:00,0, [N/A], 34996, 81559
2026-07-29T03:02:38-07:00,0, [N/A], 34996, 81559
2026-07-29T03:03:39-07:00,0, [N/A], 34996, 81559
2026-07-29T03:04:39-07:00,0, [N/A], 34996, 81559
2026-07-29T03:05:39-07:00,0, [N/A], 34996, 81559
2026-07-29T03:06:39-07:00,0, [N/A], 34996, 81559
2026-07-29T03:07:39-07:00,0, [N/A], 34996, 81559
2026-07-29T03:08:39-07:00,0, [N/A], 34996, 81559
2026-07-29T03:09:39-07:00,0, [N/A], 34996, 81559
2026-07-29T03:10:39-07:00,0, [N/A], 34996, 81559
2026-07-29T03:11:39-07:00,0, [N/A], 34996, 81559
2026-07-29T03:12:39-07:00,0, [N/A], 34996, 81559
2026-07-29T03:13:40-07:00,0, [N/A], 34996, 81559
2026-07-29T03:14:40-07:00,0, [N/A], 34996, 81559
2026-07-29T03:15:40-07:00,0, [N/A], 34996, 81559
2026-07-29T03:16:40-07:00,0, [N/A], 34996, 81559
2026-07-29T03:17:40-07:00,0, [N/A], 34996, 81559
2026-07-29T03:18:41-07:00,0, [N/A], 34996, 81559
2026-07-29T03:19:41-07:00,0, [N/A], 34996, 81559
2026-07-29T03:20:41-07:00,0, [N/A], 34996, 81559
2026-07-29T03:21:41-07:00,0, [N/A], 34996, 81559
2026-07-29T03:22:41-07:00,0, [N/A], 34996, 81559
2026-07-29T03:23:41-07:00,0, [N/A], 34996, 81559
2026-07-29T03:24:41-07:00,0, [N/A], 34996, 81559
2026-07-29T03:25:41-07:00,0, [N/A], 34996, 81559
2026-07-29T03:26:41-07:00,0, [N/A], 34996, 81559
2026-07-29T03:27:42-07:00,0, [N/A], 34996, 81559
2026-07-29T03:28:42-07:00,0, [N/A], 34996, 81559
2026-07-29T03:29:42-07:00,0, [N/A], 34996, 81559
2026-07-29T03:30:42-07:00,0, [N/A], 34996, 81559
2026-07-29T03:31:42-07:00,0, [N/A], 34996, 81559
2026-07-29T03:32:42-07:00,0, [N/A], 34996, 81559
2026-07-29T03:33:42-07:00,0, [N/A], 34996, 81559
2026-07-29T03:34:42-07:00,0, [N/A], 34996, 81559
2026-07-29T03:35:42-07:00,0, [N/A], 34996, 81559
2026-07-29T03:36:43-07:00,0, [N/A], 34996, 81559
2026-07-29T03:37:43-07:00,0, [N/A], 34996, 81559
2026-07-29T03:38:43-07:00,0, [N/A], 34996, 81559
2026-07-29T03:39:43-07:00,0, [N/A], 34996, 81559
2026-07-29T03:40:43-07:00,0, [N/A], 34996, 81559
2026-07-29T03:41:43-07:00,0, [N/A], 34996, 81559
2026-07-29T03:42:43-07:00,0, [N/A], 34996, 81559
2026-07-29T03:43:43-07:00,0, [N/A], 34996, 81559
2026-07-29T03:44:44-07:00,0, [N/A], 34996, 81559
2026-07-29T03:45:44-07:00,0, [N/A], 34996, 81559
2026-07-29T03:46:44-07:00,0, [N/A], 34996, 81559
2026-07-29T03:47:44-07:00,0, [N/A], 34996, 81559
2026-07-29T03:48:44-07:00,0, [N/A], 34996, 81559
2026-07-29T03:49:44-07:00,0, [N/A], 34996, 81559
2026-07-29T03:50:44-07:00,0, [N/A], 34996, 81559
2026-07-29T03:51:45-07:00,0, [N/A], 34996, 81559
2026-07-29T03:52:45-07:00,0, [N/A], 34996, 81559
2026-07-29T03:53:45-07:00,0, [N/A], 34996, 81559
2026-07-29T03:54:45-07:00,0, [N/A], 34996, 81559
2026-07-29T03:55:45-07:00,0, [N/A], 34996, 81559
2026-07-29T03:56:45-07:00,0, [N/A], 34996, 81559
2026-07-29T03:57:45-07:00,0, [N/A], 34996, 81559
2026-07-29T03:58:45-07:00,0, [N/A], 34996, 81559
2026-07-29T03:59:45-07:00,0, [N/A], 34996, 81559
2026-07-29T04:00:46-07:00,0, [N/A], 34996, 81559
2026-07-29T04:01:46-07:00,0, [N/A], 34996, 81559
2026-07-29T04:02:46-07:00,0, [N/A], 34996, 81559
2026-07-29T04:03:46-07:00,0, [N/A], 34996, 81559
2026-07-29T04:04:46-07:00,0, [N/A], 35176, 81559
2026-07-29T04:05:46-07:00,0, [N/A], 35016, 81559
2026-07-29T04:06:46-07:00,0, [N/A], 35016, 81559
2026-07-29T04:07:46-07:00,0, [N/A], 35016, 81559
2026-07-29T04:08:47-07:00,0, [N/A], 35016, 81559
2026-07-29T04:09:47-07:00,0, [N/A], 35016, 81559
2026-07-29T04:10:47-07:00,0, [N/A], 35016, 81559
2026-07-29T04:11:47-07:00,0, [N/A], 35016, 81559
2026-07-29T04:12:47-07:00,0, [N/A], 35016, 81559
2026-07-29T04:13:47-07:00,0, [N/A], 35016, 81559
2026-07-29T04:14:47-07:00,0, [N/A], 35016, 81559
2026-07-29T04:15:47-07:00,0, [N/A], 35016, 81559
2026-07-29T04:16:47-07:00,0, [N/A], 35016, 81559
2026-07-29T04:17:48-07:00,0, [N/A], 35016, 81559
2026-07-29T04:18:48-07:00,0, [N/A], 35016, 81559
2026-07-29T04:19:48-07:00,0, [N/A], 35016, 81559
2026-07-29T04:20:48-07:00,0, [N/A], 35016, 81559
2026-07-29T04:21:48-07:00,0, [N/A], 35016, 81559
2026-07-29T04:22:48-07:00,0, [N/A], 35016, 81559
2026-07-29T04:23:48-07:00,0, [N/A], 35016, 81559
